City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
695,Miracema Do Tocantins,-9.5618,-48.3967,70.52,97,100,1.66,BR,overcast clouds
696,Bata,1.8639,9.7658,76.86,100,20,0.0,GQ,few clouds
697,Barinitas,8.7622,-70.4111,76.48,64,56,4.43,VE,broken clouds
698,Benguela,-12.5763,13.4055,74.3,84,100,1.83,AO,overcast clouds
699,Benjamin Hill,30.1667,-111.1,52.18,27,0,7.94,MX,clear sky
700,Hovd,48.0056,91.6419,-7.11,84,24,3.33,MN,few clouds
701,Pozo Colorado,-23.4923,-58.7972,75.74,39,0,2.86,PY,clear sky
702,Savinka,50.0785,47.0994,27.99,97,100,13.35,RU,snow
703,Pasighat,28.0667,95.3333,67.15,38,5,3.91,IN,clear sky
704,Koulamoutou,-1.1303,12.4736,70.09,92,94,1.36,GA,overcast clouds
705,Anadyr,64.75,177.4833,-14.01,83,0,2.24,RU,clear sky
706,Merauke,-8.4667,140.3333,85.3,65,100,8.55,ID,moderate rain
707,Ladario,-19.0047,-57.6017,72.39,97,2,3.27,BR,clear sky
